SampleID,SampleType,Well,Location,Plate,Date,Month,mL_Filtered,pMR,plant_reads,plant_QuantIT,plant_uL_pooled,plant_ng_added,plant_norm_reads,aMR,animal_reads,animal_QuantIT,animal_uL_pooled,animal_ng_added,animal_norm_read,xMR,Coast_City,City_Town,Coast_Inland,County,long,lat,DistancetoCoast,Capacity_mgd,PopulationServedK,Per_capita_income_k,Population_density,White_percent,Black_AA_percent,AmericanIndianAlaska_percent,Asian_percent,Hawaiian_PacificIslander_percent,Mixed_percent,HispanicLatino_percent,White_nonHispanic_percent,Foreign_born_percent,High_school_percent,Bachelor_percent,Poverty_percent,CountyBrewery,CityBrewery,HealthInsured_19less,HealthInsured_18_64,FoodInsecure_rate,ChildFoodInsecure,CostPerMeal,InsuredPercent_under19yr,InsuredPercent_18_64,FoodInsecure_percent,LimitedHealthyFoodsAccess_percent,RuralArea_percent,Obesity_20yr_percent,AdultObesity_percent,FoodEnvironmentIndex,ExcessiveDrinking_percent,DrunkDrivingDeaths_percent,Lowbirthweight_percent,Diabetes_20yr_percent,NewDiabetes_perk_20yr
NCWW022621_58,WasteWater,B08,Charlotte 2,NCWW022621,9/23/2020,9,20,35,19869,0.818,14.66992665,12,101580,4,61279,0.073,15,1.1,915007,39,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_66,WasteWater,B09,Charlotte 3,NCWW022621,10/14/2020,10,20,59,25957,3.78,3.174603175,12,613234,15,37599,3.496,3.43,12,2464614,74,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_74,WasteWater,B10,Charlotte 1,NCWW022621,10/21/2020,10,20,52,10880,5.302,2.263296869,12,360536,9,52259,0.176,15,2.64,783885,61,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_82,WasteWater,B11,Charlotte 2,NCWW022621,11/2/2020,11,20,60,13377,1.813,6.618863762,12,151578,11,37983,0.219,15,3.29,568879,71,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_11,WasteWater,C02,Charlotte 2,NCWW022621,11/30/2020,11,20,52,19422,0.498,15,7.47,97110,18,45382,0.325,15,4.88,680033,70,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_19,WasteWater,C03,Charlotte 3,NCWW022621,11/23/2020,11,20,52,11795,4.813,2.493247455,12,354808,6,30727,0.148,15,2.22,460905,58,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_27,WasteWater,C04,Charlotte 1,NCWW022621,11/11/2020,11,20,50,30784,2.244,5.347593583,12,431746,4,57757,1.196,10.03,12,1295201,54,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_43,WasteWater,C06,Charlotte 4,NCWW022621,11/13/2020,11,20,32,17035,2.908,4.126547455,12,309611,4,33365,1.982,6.05,12,1239927,36,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_51,WasteWater,C07,Charlotte 4,NCWW022621,9/9/2020,9,20,46,25837,6.698,1.791579576,12,1081601,7,62334,0.173,15,2.6,933212,53,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_59,WasteWater,C08,Charlotte 4,NCWW022621,9/23/2020,9,20,48,9384,1.716,6.993006993,12,100643,7,50489,1.094,10.97,12,1035656,55,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_67,WasteWater,C09,Charlotte 4,NCWW022621,10/28/2020,10,20,56,23049,2.895,4.14507772,12,417043,0,6,1.05,11.43,12,118,56,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_75,WasteWater,C10,Charlotte 3,NCWW022621,10/21/2020,10,20,52,13032,6.45,1.860465116,12,525353,11,50527,0.187,15,2.81,756556,63,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_83,WasteWater,C11,Charlotte 1,NCWW022621,11/2/2020,11,20,58,22464,1.573,7.628734901,12,220849,13,35624,0.543,15,8.15,534032,71,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_12,WasteWater,D02,Charlotte 1,NCWW022621,11/30/2020,11,20,51,26428,1.003,11.96410768,12,165671,8,65849,0.488,15,7.32,987735,59,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_20,WasteWater,D03,Charlotte 2,NCWW022621,11/18/2020,11,20,58,20259,4.22,2.843601896,12,534331,8,41693,0.377,15,5.66,624843,66,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_28,WasteWater,D04,Charlotte 3,NCWW022621,11/11/2020,11,20,51,36891,1.975,6.075949367,12,455373,6,43652,0.082,15,1.23,654780,57,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_44,WasteWater,D06,Charlotte 4,NCWW022621,9/16/2020,9,20,58,20594,4.424,2.712477396,12,569424,9,50424,0.443,15,6.65,755791,67,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_52,WasteWater,D07,Charlotte 1,NCWW022621,9/15/2020,9,20,63,17433,8.745,1.372212693,12,952822,14,78914,0.772,15,11.58,1183710,77,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_60,WasteWater,D08,Charlotte 2,NCWW022621,9/23/2020,9,20,56,21908,1.207,9.942004971,12,165268,10,53782,0.134,15,2.01,806730,66,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_68,WasteWater,D09,Charlotte 1,NCWW022621,9/30/2020,9,20,61,18688,5.723,2.096802376,12,668446,9,66915,1.634,7.34,12,2050108,70,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_76,WasteWater,D10,Charlotte 3,NCWW022621,9/30/2020,9,20,58,15839,2.818,4.258339248,12,278964,10,65129,4.564,2.63,12,5573414,68,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_84,WasteWater,D11,Charlotte 3,NCWW022621,11/2/2020,11,20,50,9041,2.167,5.537609599,12,122449,9,68798,1.297,9.25,12,1673081,59,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_13,WasteWater,E02,Charlotte 3,NCWW022621,11/30/2020,11,20,47,10017,0.355,15,5.325,50085,10,53033,0.464,15,6.96,795495,57,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_21,WasteWater,E03,Charlotte 1,NCWW022621,11/18/2020,11,20,56,14766,3.752,3.198294243,12,346263,8,34128,0.733,15,11,511687,64,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_29,WasteWater,E04,Charlotte 2,NCWW022621,11/9/2020,11,20,57,12753,0.822,14.59854015,12,65519,11,53528,0.779,15,11.69,802577,68,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_45,WasteWater,E06,Charlotte 2,NCWW022621,9/16/2020,9,20,59,16289,3.211,3.737153535,12,326900,14,39331,0.247,15,3.71,589170,73,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_61,WasteWater,E08,Charlotte 3,NCWW022621,9/2/2020,9,20,48,13431,0.955,12.56544503,12,80166,9,56225,0.24,15,3.6,843375,57,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_69,WasteWater,E09,Charlotte 2,NCWW022621,9/30/2020,9,20,62,19572,5.999,2.000333389,12,733828,17,50978,0.561,15,8.42,764216,79,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_77,WasteWater,E10,Charlotte 4,NCWW022621,9/30/2020,9,20,45,9334,2.045,5.86797066,12,119300,7,49609,1.349,8.9,12,1254798,52,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_85,WasteWater,E11,Charlotte 2,NCWW022621,10/28/2020,10,20,42,13373,1.423,8.432888264,12,118936,11,49422,0.321,15,4.82,740561,53,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_14,WasteWater,F02,Charlotte 2,NCWW022621,11/25/2020,11,20,50,6146,0.254,15,3.81,30730,11,67847,0.388,15,5.82,1017705,61,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_22,WasteWater,F03,Charlotte 3,NCWW022621,11/18/2020,11,20,57,12630,3.099,3.872216844,12,244627,12,26622,0.352,15,5.28,399330,69,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_30,WasteWater,F04,Charlotte 3,NCWW022621,11/9/2020,11,20,52,11809,0.825,14.54545455,12,60890,8,32536,2.159,5.56,12,1317098,60,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_46,WasteWater,F06,Charlotte 4,NCWW022621,11/11/2020,11,20,47,18270,2.475,4.848484848,12,282614,7,40565,3.943,3.04,12,2999021,54,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_54,WasteWater,F07,Charlotte 2,NCWW022621,10/14/2020,10,20,58,21750,3.939,3.046458492,12,535458,13,83982,0.745,15,11.18,1259167,71,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_62,WasteWater,F08,Charlotte 1,NCWW022621,9/9/2020,9,20,43,10860,0.461,15,6.915,54300,5,52518,0.5,15,7.5,787770,48,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_70,WasteWater,F09,Charlotte 3,NCWW022621,10/7/2020,10,20,55,16523,3.103,3.867225266,12,320443,12,58053,3.721,3.22,12,4050285,67,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_78,WasteWater,F10,Charlotte 1,NCWW022621,10/7/2020,10,20,57,19559,1.71,7.01754386,12,209037,10,56889,0.944,12.71,12,1006935,67,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_86,WasteWater,F11,Charlotte 1,NCWW022621,10/28/2020,10,20,52,18312,1.901,6.312467123,12,217569,6,17162,2.78,4.32,12,894569,58,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_15,WasteWater,G02,Charlotte 1,NCWW022621,11/25/2020,11,20,18,655,0.001,15,0.015,3275,9,39911,2.591,4.63,12,1938926,27,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_23,WasteWater,G03,Charlotte 2,NCWW022621,11/16/2020,11,20,63,15711,2.836,4.231311707,12,278477,14,22854,0.082,15,1.23,342810,77,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_31,WasteWater,G04,Charlotte 2,NCWW022621,11/9/2020,11,20,60,28679,0.804,14.92537313,12,144112,10,37073,1.203,9.98,12,836228,70,Inland_City,City,Inland,mecklenburg,-80.85082,35.15177,200,28,182.501,43.08,2067.052728,0.447,0.352,0.004,0.065,0,0.059,0.149,0.402,0.173,0.897,0.457,0.116,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_47,WasteWater,G06,Charlotte 4,NCWW022621,12/9/2020,12,20,57,11194,1.165,10.30042918,12,81506,11,48753,1.868,6.42,12,1707574,68,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_55,WasteWater,G07,Charlotte 4,NCWW022621,10/14/2020,10,20,49,29433,1.947,6.163328197,12,358163,7,66000,0.543,15,8.15,989393,56,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_63,WasteWater,G08,Charlotte 3,NCWW022621,9/9/2020,9,20,54,14409,1.027,11.68451801,12,92488,7,55815,2.266,5.3,12,2371440,61,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_71,WasteWater,G09,Charlotte 4,NCWW022621,10/21/2020,10,20,55,14995,3.205,3.744149766,12,300369,10,48127,3.018,3.98,12,2723387,65,Inland_City,City,Inland,mecklenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCWW022621_79,WasteWater,G10,Charlotte 1,NCWW022621,9/23/2020,9,20,55,14128,1.579,7.599746675,12,139426,10,60679,0.877,13.68,12,997790,65,Inland_City,City,Inland,mecklenburg,-80.94343,35.38233,200,12,68.685,48.72,2067.052728,0.761,0.124,0.001,0.042,0,0.052,0.072,0.724,0.094,0.966,0.555,0.042,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
NCWW022621_87,WasteWater,G11,Charlotte 3,NCWW022621,10/28/2020,10,20,50,8315,0.599,15,8.985,41575,6,36299,10.808,1.11,12,7355992,56,Inland_City,City,Inland,mecklenburg,-80.7036,35.33996,200,12,120,39.313,2067.052728,0.64,0.168,0,0.108,0,0.068,0.09,0.59,0.113,0.961,0.515,0.028,40,33,95.3,85.1,9.1,13.7,4.19,95.3,85.1,12,5.44594115,1.065430805,30.4,28.9,8,18.09498059,34.07258065,9.435019364,9.8,7.5
